abidjan		/,æbi'dʒɑ:n/	[,æbi'dʒɑ:n]	n. 阿比让（科特迪瓦首都）	0
abie				n. (Abie)人名；(以)阿比	0
abigail				n. 使女；丫头	0
abilene		/'æbi,li:n/	['æbi,li:n]	n. 阿比林（美国城市）	0
abilities		/ə'bɪlətiz/	/ə'bɪlətiz/	n. 能力，才能（ability的复数形式）	0
ability	考研	/əˈbɪlətɪ/	/əˈbɪlətɪ/	n. 能力， 智能；	1
abingdon				n. 阿宾顿（位于泰晤士河畔的一个古老集镇）	0
abington				n. 阿宾顿（美国地名）	0
abiotic		/,eɪbaɪ'ɒtɪk/	/'ebaɪ'ɑtɪk/	adj. 非生物的，无生命的	0
abir				n. (Abir)人名；(土)阿比尔	0
abizaid				n. (Abizaid)人名；(英)阿比扎伊德	0
abject	专八	/'æbdʒekt/	/'æbdʒɛkt/	adj. 卑鄙的；可怜的；不幸的；（境况）凄惨的，绝望的	0
abjectly				adv. 悲惨地；卑鄙地；不自爱	0
abjectness				n. 悲惨（卑鄙；无耻）	0
abjure		/əb'dʒʊə; əb'dʒɔː/	/əb'dʒʊr/	vt. 发誓放弃；公开放弃；避免	0
abkhazia				n. 阿布哈兹（格鲁吉亚的一个自治地区）	0
abl				abbr. 阿特拉斯计算机基本语言（Atlas Basic Language）；离格的（等于ablative）	0
ablate		/æb'leɪt/	/æb'let/	vt. 烧蚀；切除；使脱落	0
ablation		/ə'bleɪʃ(ə)n/	/ə'bleʃən/	n. [水文] 消融；切除	0
ablative		/'æblətɪv/	/'æblətɪv/	adj. 离格的；消融的	0
ablaze	专八	/ə'bleɪz/	/ə'blez/	adj. 着火的；闪耀的；激昂的	0
able		/'eɪb(ə)l/	/'ebl/	adj. 能；[经管] 有能力的；能干的	0
able-bodied		/'eibl'bɔdid/	['eibl'bɔdid]	adj. 强壮的，健全的	0
abler				n. 阿伯勒（男子名）	0
ables				n. (Ables)人名；(英)埃布尔斯	0
ablest				有才干的（able的最高级）	0
abluminal				来自管腔的	0
ablutions			/ə'bluʃnz/	n. 沐浴；洗礼（ablution的复数形式，常用复数）	0
ably	专八	/'eɪblɪ/	/ˈeɪbli/	adv. 巧妙地；精明能干地	0
abm				abbr. 反弹道导弹（Antiballistic Missile）；基于活动的管理（Activity Based Management）；原子束方法（Atomic Beam Method）	0
abner				n. 艾伯纳（男子名）	0
abnormal	雅思	/æb'nɔːml/	/æbˈnɔːrml/	反常的；变态的	1
abnormalities	专八		/ˌæbnɔːrˈmælətiz/	n. 畸形；异常情况（abnormality的复数形式）	0
abnormality	专八	/æbnɔː'mælɪtɪ; -nə'mælɪtɪ/	/,æbnɔr'mæləti/	n. 异常；畸形，变态	0
abnormally				adv. 反常地；变态地；不规则地	0
abo				adj. 土著的；土著居民的	0
aboard	考研	/ə'bɔːd/	/ə'bɔrd/	adv. 在船上， 上船 prep. 在上， 上	1
abode	专八	/ə'bəʊd/	/ə'bod/	n. 住处；营业所	0
abolish	雅思	/ə'bɒlɪʃ/	/ə'bɑlɪʃ/	废除	0
abolished				adj. 废除的	0
abolition	专四	/æbə'lɪʃ(ə)n/	/,æbə'lɪʃən/	n. 废除；废止	0
abolitionism				n. 废除主义；废奴主义	0
abolitionist		/æbə'lɪʃ(ə)nɪst/	/,æbə'lɪʃənɪst/	n. 废奴主义者；废除主义者	0
abominable	专八	/ə'bɒm(ə)nəb(ə)l/	/ə'bɑmɪnəbl/	adj. 讨厌的；令人憎恶的；糟透的	0
abominably				adv. 可恶地；极端地；可恨地；劣等地	0
abominate		/ə'bɒmɪneɪt/	/ə'bɑmɪnet/	vt. 痛恨；憎恶	0
abomination		/əbɒmɪ'neɪʃ(ə)n/	/ə,bɑmɪ'neʃən/	n. 厌恶；憎恨；令人厌恶的事物	0
abominations				令人憎恶或讨厌的人或事物（abomination的复数）	0
aboody				n. (Aboody)人名；(英)阿布迪	0
aboriginal	雅思	/æbə'rɪdʒɪn(ə)l/	/,æbə'rɪdʒənl/	土著(的)；土生动植物(的)	0
aboriginals				n. 土著居民（aboriginal复数）	0
aborigine	专四	/æbə'rɪdʒɪniː/	/'æbə'rɪdʒəni/	n. 土著；土著居民	0
aborigines	专四	/ˌæbəˈrɪdʒəniz/	/ˌæbəˈrɪdʒɪniz/	n. 土著居民（aborigine的复数）；土生动物群	0
abort	专八	/ə'bɔːt/	/ə'bɔrt/	vi. 流产；堕胎；夭折；发育不全	0
aborted	专八	/ə'bɔːtɪd/	/ə'bɔːtɪd/	adj. 流产的；夭折的	0
aborting	专八			n. 异常终止	0
abortion	雅思	/ə'bɔːʃ(ə)n/	/ə'bɔrʃən/	流产；(计划)失败	0
abortionist		/ə'bɔːʃ(ə)nɪst/	/ə'bɔrʃənɪst/	n. （尤指非法）为人堕胎者	0
abortions				n. [妇产] 堕胎（abortion的复数）；多次流产	0
abortive		/ə'bɔːtɪv/	/ə'bɔrtɪv/	adj. 失败的；流产的；堕胎的	0
abortively				adv. 失败地；流产地	0
abortus				n. 流产胎	0
abou				n. (Abou)人名；(阿拉伯)阿布；(西)阿沃	0
abound	雅思	/ə'baʊnd/	/ə'baʊnd/	多；富于	0
abounding	六级	/əˈbaʊndɪŋ/	/əˈbaʊndɪŋ/	adj. 丰富的；大量的	0
about		/ə'baʊt/	/ə'baʊt/	prep. 关于；大约	0
about-face				n. 向后转；转回原来方向；（立场、观点等）彻底改变	0
above		/ə'bʌv/	/ə'bʌv/	prep. 超过；在……上面；在……之上	0
above-ground		/ə'bʌv,ɡraund/	[ə'bʌv,ɡraund]	adj. 在地表以上的；在地面上的；合乎现存体制的	0
above-mentioned		/ə,bʌv'menʃənd/	[ə,bʌv'menʃənd]	adj. 上述的，上面提到的	0
aboveboard	专八	/ə,bʌv'bɔːd/	/ə'bʌv'bord/	adv. 光明正大地；率直地	0
aboveground		/ə'bʌv,ɡraʊnd/	/ə'bʌv,graʊnd/	adv. 在地面上；未被埋葬地	0
abp				abbr. 肌动蛋白结合蛋白；实际块处理程序（actual block processor）	0
abra				n. 磨料；[地质] 岩洞	0
abraham		/'eibrə,hæm/	['eibrə,hæm]	n. 亚伯拉罕（男子名）	0
abrahams				n. (Abrahams)人名；(英、法)亚伯拉罕斯；(西)阿夫拉姆斯	0
abram		/'eibrəm/	['eibrəm]	n. 艾布拉姆（男子名，等于Abraham）	0
abramoff				n. 阿布拉莫夫(姓氏)	0
abramowitz				n. (Abramowitz)人名；(英)阿布拉莫维茨	0
abrams				n. 艾布拉姆斯（公司名称）	0
abramson				n. (Abramson)人名；(瑞典、俄)阿布拉姆松；(英)艾布拉姆森	0
abrasion	雅思	/ə'breɪʒ(ə)n/	/ə'breʒən/	磨损，擦伤处	0
abrasions				n. [皮肤] 擦伤；[机][口腔] 磨损；磨损处（abrasion的复数）	0
abrasive	专八	/ə'breɪsɪv/	/ə'bresɪv/	adj. 粗糙的；有研磨作用的；伤人感情的	0
abrasively				adv. 研磨地；磨蚀地；粗暴地	0
abrasiveness				n. 研磨；磨蚀；[机] 磨损性	0
abreast	专八	/ə'brest/	/ə'brɛst/	adv. 并肩地；并列	0
abridge	雅思	/ə'brɪdʒ/	/ə'brɪdʒ/	(书等)删节	0
abridged			/ə'brɪdʒd/	adj. 删节的；削减的	0
abridgement				n. 节略，缩写；减少	0
abril				n. (Abril)人名；(西)阿夫里尔；(英)阿布里尔， 阿布丽尔 (女名)；(法、葡)阿布里尔	0
abroad	考研	/ə'brɔːd/	/ə'brɔd/	adv. 到国外， 在国外；到处	1
abrogate		/'æbrəgeɪt/	/'æbrəɡet/	vt. 废除；取消	0
abrogation				n. 废除；取消	0
abrupt	雅思	/ə'brʌpt/	/ə'brʌpt/	突然的，粗暴的	0
abruptly		/ə'brʌptli/	[ə'brʌptli]	adv. 突然地；唐突地	0
abruptness				n. 突然；唐突；粗鲁无理；急缓度	0
abs				abbr. 丙烯腈-丁二烯-苯乙烯（Acrylonitrile Butadiene StyreneAcrylonitrile Butadiene Styrene）；美国圣经协会（American Bible Society）；防滑煞车系统（Anti-skid Brake System）；美国标准局（American Bureau of Standards）	0
absalom		/'æbsələm/	['æbsələm]	n. 押沙龙（源出《圣经》）；阿布沙卢姆（男子名）	0
abscess		/'æbsɪs; -ses/	/'æb'sɛs/	n. 脓肿；脓疮	0
abscesses				n. [外科] 脓肿（abscess的复数）	0
abscisic				脱落的	0
abscond		/əb'skɒnd; æb-/	/əb'skɑnd/	vi. 逃匿，潜逃；避债	0
absconder				n. 潜逃者	0
absconding				n. 弃保潜逃	0
abseil		/'æbseɪl; -zaɪl/	/'æzaɪl/	n. 沿绳滑下法	0
abseiler				n. abseil的变形	0
abseiling				n. 游绳下降；速滑降；沿绳下降法	0
absence	考研	/'æbs(ə)ns/	/'æbsns/	n. 缺席， 不在场；缺乏， 没有 A	1
absent	考研	/ˈæbsənt;(for v.)əbˈsent/	/ˈæbsnt;(for v.)əbˈsɛnt/	adj. 缺席， 不在场；缺乏的；漫不经心的	1
absent-minded	专八	/ˌæbsənt ˈmaɪndɪd/	/ˌæbsənt ˈmaɪndɪd/	adj. 心不在焉的；健忘的；出神的	0
absent-mindedly				adv. 心不在焉地；茫然地	0
absentee	专八	/,æbs(ə)n'tiː/	/,æbsən'ti/	n. 缺席者	0
absenteeism		/æbs(ə)n'tiːɪz(ə)m/	/,æbsən'tiɪzəm/	n. 旷工；旷课；有计划的怠工；经常无故缺席	0
absentia				n. 缺席；（拉）[内科] 失神；失踪	0
absently		/'æbs(ə)ntlɪ/	/'æbsəntli/	adv. 心不在焉地	0
absentmindedly				adv. 茫然地；精神不集中地	0
absinthe		/'æbsɪnθ/	/'æb'sɪnθ/	n. 苦艾；苦艾酒	0
absinthium				n. 苦艾；苦艾油	0
absolut				n. 绝对伏特加（瑞典的伏特加品牌）	0
absolute	考研	/'æbsəluːt/	/'æbsəlut/	adj. 绝对的， 完全的	1
absolutely	专四	/'æbsəluːtlɪ/	/'æbsəlutli/	adv. 绝对地；完全地	1
absoluteness				n. 绝对，完全；无限制	0
absolutes				绝对	0
absolution		/æbsə'luːʃ(ə)n/	/,æbsə'luʃən/	n. 赦免；免罪	0
absolutism		/'æbsəluːtɪz(ə)m/	/'æbsəlutɪzəm/	n. 专制主义；绝对论	0
absolutist				n. 绝对论者；专制主义者	0
absolve	专四	/əb'zɒlv/	/əb'zɑlv/	vt. 免除；赦免；宣告…无罪	0
absorb	雅思	/əb'zɔːb; -'sɔːb/	/æbˈsɔrb; æbˈzɔrb; əbˈsɔrb/	吸收；吸引	1
absorbance		/əb'zɔːb(ə)ns; -'sɔːb(ə)ns/	[əb'zɔːb(ə)ns; -'sɔːb(ə)ns]	n. [物化] 吸光度；吸收率	0
absorbed		/əb'sɔːbd/	/əbˈsɔbd/	adj. 被吸收的；一心一意的	0
absorbency				n. 吸收能力；吸收性；吸墨性；[物化] 吸光率	0
absorbent		/əb'zɔːb(ə)nt; -'sɔːb-/	/əb'sɔrbənt/	n. [化学][化工][核] 吸收剂	0
absorber		/əb'sɔːbə/	/əb'sɔrbɚ/	n. 减震器；吸收器；吸收体	0
absorbers				[化工][电子] 吸收器	0
absorbing		/əb'zɔːbɪŋ; -'sɔːbɪŋ/	/əb'sɔrbɪŋ/	adj. 吸引人的；极有趣的	0
absorbs				v. 吸收；吸引…的注意（absorb的第三人称单数形式）	0
absorption	专四	/əb'zɔːpʃ(ə)n; -'sɔːp-/	/əbˈsɔrpʃən, -ˈzɔrp-/	n. 吸收；全神贯注，专心致志	0
absorptive				adj. 吸收性的；有吸收力的	0
abstain	专八	/əb'steɪn/	/əb'sten/	vi. 自制；放弃；避免	0
abstainer				n. 节制者；戒酒者；弃权者	0
abstaining	专八	/əbˈsteɪnɪŋ/	/əbˈsteɪnɪŋ/	n. 弃权	0
abstemious		/əb'stiːmɪəs/	/əb'stimɪəs/	adj. 节约的，节省的；有节制的	0
abstention	专八	/əb'stenʃ(ə)n/	/əb'stɛnʃən/	n. 弃权；节制；戒绝	0
abstinence	专八	/'æbstɪnəns/	/'æbstɪnəns/	n. 节制；节欲；戒酒；禁食	0
abstinent				adj. 禁欲的；有节制的；饮食有度的	0
abstract	雅思	/'æbstrækt/	/'æbstrækt/	抽象的	1
abstracted		/əb'stræktɪd/	/æb'stræktɪd/	adj. 心不在焉的；出神的；分离出来的；抽出的	0
abstractedly				adv. 茫然地；抽象地；心不在焉地	0
abstracting				n. 文摘	0
abstraction		/əb'strækʃ(ə)n/	/æb'strækʃən/	n. 抽象；提取；抽象概念；空想；心不在焉	0
abstractions				n. 抽象（abstraction的复数形式）	0
abstractly				adv. 抽象地；理论上地	0
abstractness				n. 抽象性	0
abstracts				n. [图情] 摘要；抽象事物；精粹（abstract的复数）	0
abstruse		/əb'struːs; æb-/	/əbˈstruːs; æb-/	adj. 深奥的；难懂的	0
absurd	雅思	/əb'sɜːd/	/əbˈsɝ​d/	可笑的，荒谬的	0
absurdist		/əb'sɜːdɪst/	/əb'sɝdɪst/	n. 荒诞主义者	0
absurdity		/əb'sɜːdɪtɪ/	/əb'sɝdəti/	n. 荒谬；谬论；荒谬的言行	0
absurdly		/əb'sɜːdlɪ/	/əb'sɝdli/	adv. 荒谬地；愚蠢地；悖理地	0
absurdness				n. 荒谬；愚蠢；不合理	0
abt				abbr. 大约（about）	0
abta				abbr. 英国旅行社协会（Association of British Travel Agents）；澳大利亚-英国贸易协会（Australian British Trade Association）	0
abu				abbr. 亚洲广播联盟（Asian Broadcast Union）	0
abubakar				n. (Abubakar)人名；(尼日利、坦桑)阿布巴卡尔	0
abuja				n. 阿布贾（尼日利亚现在的首都）	0
abul				n. (Abul)人名；(阿拉伯)阿布	0
abundance	雅思	/ə'bʌnd(ə)ns/	/ə'bʌndəns/	丰富	0
abundant	考研	/əˈbʌndənt/	/ə'bʌndənt/	adj. 丰富的， 充分的， 充裕的	1
abundantly		/ə'bʌnd(ə)ntlɪ/	/ə'bʌndəntli/	adv. 丰富地；大量地	0
abus				n. 总线；离合器	0
abuse	雅思	/ə'bjuːz/	/ə'bjus/	滥用；恶习；辱骂	1
abused				n. 滥用，恶习；受虐	0
abuser				n. 滥用者；施虐者	0
abusers				n. abuser的名词复数形式	0
abuses				v. 滥用；虐待；辱骂（abuse的三单形式）	0
abusing				虐待	0
abusive	专八	/ə'bjuːsɪv/	/ə'bjʊsɪv/	adj. 辱骂的；滥用的；虐待的	0
abut		/ə'bʌt/	/ə'bʌt/	vi. 邻接；毗邻；紧靠	0
abutment		/ə'bʌtm(ə)nt/	/ə'bʌtmənt/	n. 邻接，接界；桥礅	0
abutments				拱基	0
abutting		/ə'bʌtɪŋ/	/ə'bʌtɪŋ/	adj. 邻接的	0
abuzz		/ə'bʌz/	/ə'bʌz/	adj. 嗡嗡的；嘁嘁喳喳的；呈现忙碌状况(的)；议论纷纷(的)	0
abydos		/ə'baidɔs/	[ə'baidɔs]	n. 阿拜多斯（小亚细亚古城）；阿比多斯（埃及古城）	0
abysmal		/ə'bɪzm(ə)l/	/ə'bɪzməl/	adj. 深不可测的；糟透的；极度的	0
abysmally				adv. 极度地；深不可测地	0
abyss	专八	/ə'bɪs/	/ə'bɪs/	n. 深渊；深邃，无底洞，地狱	0
abyssal				adj. 深渊的，深海的；深不可测的	0
abyssinia		/,æbi'siniə/	[,æbi'siniə]	n. 阿比西尼亚（非洲东部国家，首都阿的斯亚贝巴）	0
abyssinian				n. 阿比西尼亚人	0
ac		/,eɪ'si:/	/'e 'si/	abbr. 交流电（Alternating Current）；活性炭（Activated Charcoal）；自动控制（Automatic Control）；自适应控制（Adaptive Control）	0
aca				abbr. 乙酸（acetic acid）；自动电路分析器（Automatic Circuit Analyzer）	0
acaa				abbr. 中国数字艺术教育联盟（Alliance of China Digital Arts Academy）；（美国）农业保持及调整管理局（Agricultural Conservation and Adjustment Administration）；澳中同学联谊会（Australia China Alumni Association）	0
acacia		/ə'keɪʃə; -sɪə/	/ə'keʃə/	n. 阿拉伯树胶；刺槐；金合欢属植物	0
acad				abbr. 专科院校，学院（academy）	0
academe				n. 研究院；学院；学会（等于academy）	0
academia		/,ækə'diːmɪə/	/,ækə'dimɪə/	n. 学术界；学术生涯	0
academic	雅思	/ækə'demɪk/	/,ækə'dɛmɪk/	学术的；学校的	1
academically		/,ækə'demɪkəlɪ/	/,ækə'dɛmɪkəli/	adv. 学术上；学业上	0
academicals		/,ækə'demɪkəlz/	[,ækə'demɪkəlz]	n. 大学礼服（师生在毕业典礼上穿的衣服，连同方顶帽）	0
academician	专八	/ə,kædə'mɪʃ(ə)n/	/,ækədə'mɪʃən/	n. 院士；大学生；学会会员；大学教师	0
academicians	专八			n. 院士；大学教师；知识分子（academician的复数）	0
academics				n. 学术水平；学术知识；专业学者	0
academies				n. 院校（academy的复数形式）；学院	0
academy	考研	/ə'kædəmɪ/	/ə'kædəmi/	n. 学院	1
acadia		/ə'keidjə/	[ə'keidjə]	n. 阿卡迪亚（1604-1713年法国在北美东南沿海一带的殖民地），美国路易斯安娜州东南部的教区	0
acadian				n. 阿加底亚人；阿加底亚人的方言	0
acanthus		/ə'kænθəs/	/ə'kænθəs/	n. 爵床属；莨苕叶形的装饰；叶形装饰	0
acapulco		/,ækə'pulkəu/	[,ækə'pulkəu]	n. 阿卡普尔科（墨西哥南部港市）	0
acar				n. (Acar)人名；(土)阿贾尔；(阿拉伯、罗、法)阿卡尔	0
